藥品代碼,中文名稱,劑型,製造廠名稱,效能名稱,基準方名,發證日期,有效期間,收載日,不再收載日,備註
A016651,"""晉安""十全大補湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,十全大補湯,19980220,20191231,,,
A016652,"""晉安""益氣聰明湯濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,益氣聰明湯,19971210,20191231,,,
A016653,"""晉安""香蘇散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,表裡之劑,香蘇散,19971230,20191231,,,
A016654,"""晉安""香蘇散濃縮散",濃縮散劑,晉安製藥股份有限公司,表裡之劑,香蘇散,19971230,20191231,,,
A016655,"""晉安""大承氣湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,攻裡之劑,大承氣湯,19980220,20191231,,,
A016656,"""晉安""大承氣湯濃縮散",濃縮散劑,晉安製藥股份有限公司,攻裡之劑,大承氣湯,19971018,20191231,,,
A016657,"""晉安""小承氣湯濃縮散",濃縮散劑,晉安製藥股份有限公司,攻裡之劑,小承氣湯,20130309,20191231,,,
A016658,"""晉安""小承氣湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,攻裡之劑,小承氣湯,20130314,20191231,,,
A016659,"""晉安""十全大補湯濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,十全大補湯,19980220,20191231,,,
A016660,"""晉安""生化湯濃縮散",濃縮散劑,晉安製藥股份有限公司,經產之劑,生化湯,20130307,20191231,,,
A016661,"""晉安""半夏厚朴湯濃縮散",濃縮散劑,晉安製藥股份有限公司,理氣之劑,半夏厚朴湯,20130307,20191231,,,
A016662,"""晉安""麻杏薏甘湯濃縮散",濃縮散劑,晉安製藥股份有限公司,發表之劑,麻杏薏甘湯,19980220,20191231,,,
A016663,"""晉安""麻黃湯濃縮散",濃縮散劑,晉安製藥股份有限公司,發表之劑,麻黃湯,19970909,20191231,,,
A016664,"""晉安""大建中湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪寒之劑,大建中湯,20130309,20191231,,,
A016665,"""晉安""人參敗毒散濃縮散",濃縮散劑,晉安製藥股份有限公司,發表之劑,人參敗毒散,19970909,20191231,,,
A016666,"""晉安""清暑益氣湯濃縮散",濃縮散劑,晉安製藥股份有限公司,清暑之劑,清暑益氣湯,19970808,20191231,,,
A016667,"""晉安""涼膈散濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,涼膈散,19970820,20191231,,,
A016714,"""晉安""溫膽湯濃縮散",濃縮散劑,晉安製藥股份有限公司,安神之劑,溫膽湯,20130325,20191231,,,
A016715,"""晉安""華蓋散濃縮散",濃縮散劑,晉安製藥股份有限公司,袪痰之劑,華蓋散,19970923,20191231,,,
A016716,"""晉安""散腫潰堅湯濃縮散",濃縮散劑,晉安製藥股份有限公司,癰瘍之劑,散腫潰堅湯,19970920,20191231,,,
A016717,"""晉安""黃連解毒湯濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,黃連解毒湯,19970827,20191231,,,
A016718,"""晉安""清燥救肺湯濃縮散",濃縮散劑,晉安製藥股份有限公司,潤燥之劑,清燥救肺湯,19970827,20191231,,,
A016719,"""晉安""保產無憂方濃縮散",濃縮散劑,晉安製藥股份有限公司,經產之劑,保產無憂方,20130309,20191231,,,
A016720,"""晉安""銀翹散濃縮散",濃縮散劑,晉安製藥股份有限公司,表裡之劑,銀翹散,20070613,20191231,,,
A016721,"""晉安""鉤藤散濃縮散",濃縮散劑,晉安製藥股份有限公司,袪風之劑,鉤藤散,19970808,20191231,,,
A016722,"""晉安""桑螵蛸散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,收濇之劑,桑螵蛸散,20130402,20191231,,,
A016723,"""晉安""荊防敗毒散濃縮散",濃縮散劑,晉安製藥股份有限公司,發表之劑,荊防敗毒散,19970808,20191231,,,
A016724,"""晉安""龍膽瀉肝湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之劑,龍膽瀉肝湯,20130317,20191231,,,
A016725,"""晉安""逍遙散濃縮散",濃縮散劑,晉安製藥股份有限公司,和解之劑,逍遙散,19970808,20191231,,,
A016772,"""晉安""人參養榮湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,人參養榮湯,19971227,20191231,,,
A016773,"""晉安""柴葛解肌湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,發表之劑,柴葛解肌湯,19971022,20191231,,,
A016774,"""晉安""六君子湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,六君子湯,19971022,20191231,,,
A016775,"""晉安""三黃瀉心湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之劑,三黃瀉心湯,20130314,20191231,,,
A016776,"""晉安""香薷飲濃縮散",濃縮散劑,晉安製藥股份有限公司,清暑之劑,香薷飲,19971210,20191231,,,
A016777,"""晉安""六君子湯濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,六君子湯,19971210,20191231,,,
A016778,"""晉安""清心連子飲濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,清心連子飲,19970918,20191231,,,
A016779,"""晉安""人參養榮湯濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,人參養榮湯,19970619,20191231,,,
A016780,"""晉安""柴葛解肌湯濃縮散",濃縮散劑,晉安製藥股份有限公司,發表之劑,柴葛解肌湯,19970605,20191231,,,
A016781,"""晉安""三黃瀉心湯濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,三黃瀉心湯,20130403,20191231,,,
A016782,"""晉安""香薷飲濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清暑之劑,香薷飲,19971210,20191231,,,
A016783,"""晉安""蒼耳散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之劑,蒼耳散,20070801,20191231,,,
A016784,"""晉安""清心連子飲濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之劑,清心連子飲,19981210,20191231,,,
A016785,"""晉安""茵陳蒿湯濃縮散",濃縮散劑,晉安製藥股份有限公司,利濕之劑,茵陳蒿湯,20130402,20191231,,,
A016786,"""晉安""清肺湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪痰之劑,清肺湯,19970606,20191231,,,
A016787,"""晉安""清肺湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪痰之劑,清肺湯,19970920,20191231,,,
A016788,"""晉安""麻杏甘石湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,發表之劑,麻杏甘石湯,19961114,20191231,,,
A016789,"""晉安""麻杏甘石湯濃縮散",濃縮散劑,晉安製藥股份有限公司,發表之劑,麻杏甘石湯,19961114,20191231,,,
A016790,"""晉安""蒼耳散濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,蒼耳散,20070604,20191231,,,
A016791,〞晉安〞清咽利膈湯濃縮散　　　　,濃縮粉劑,晉安製藥股份有限公司,清熱瀉火之,清心利膈湯,20130402,20141231,,,
A016792,〞晉安〞清咽利膈湯濃縮顆粒　　　,濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之,清心利膈湯,20130329,20141231,,,
A016793,"""晉安""知柏八黃丸濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,知柏地黃丸,20130314,20191231,,,
A016794,"""晉安""知柏地黃丸濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,知柏地黃丸,19971018,20191231,,,
A016795,"""晉安""茵陳蒿湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,利濕之劑,茵陳蒿湯,20130329,20191231,,,
A016974,"""晉安""玉屏風散濃縮散",濃縮散劑,晉安製藥股份有限公司,收濇之劑,玉屏風散,20130307,20191231,,,
A016975,"""晉安""桂枝加龍牡湯濃縮散",濃縮散劑,晉安製藥股份有限公司,安神之劑,桂枝加龍牡湯,20130403,20191231,,,
A016976,"""晉安""桂枝加龍牡湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,安神之劑,桂枝加龍牡湯,20130314,20191231,,,
A016979,"""晉安""當歸散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,經產之劑,當歸散,20130411,20191231,,,
A016980,"""晉安""當歸散濃縮散",濃縮散劑,晉安製藥股份有限公司,經產之劑,當歸散,20130325,20191231,,,
A016981,"""晉安""玉屏風散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,收濇之劑,玉屏風散,20130314,20191231,,,
A016982,"""晉安""防己黃耆湯濃縮散",濃縮散劑,晉安製藥股份有限公司,利濕之劑,防己黃耆湯,20130313,20191231,,,
A016983,"""晉安""防己黃耆湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,利濕之劑,防己黃耆湯,20130402,20191231,,,
A016984,"""晉安""清胃散濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,清胃散,19971230,20191231,,,
A016985,"""晉安""清胃散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之劑,清胃散,19970920,20191231,,,
A016986,"""晉安""續命湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪風之劑,續命湯,20130313,20191231,,,
A016987,"""晉安""續命湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪風之劑,續命湯,20130317,20191231,,,
A016988,〞勝昌〞還少丹濃縮顆粒　　　　　,濃縮顆粒劑,勝昌製藥廠股份有限公司中壢廠,補養之劑,還少丹,19971212,20190525,,,
A016989,〞勝昌〞還少丹濃縮散　　　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,補養之劑,還少丹,19971212,20190525,,,
A016990,〝港香蘭〞桂枝湯濃縮錠,濃縮錠劑,港香蘭藥廠股份有限公司,發表之劑,桂枝湯,20010524,20191231,,,
A016991,〝港香蘭〞上中下通用痛風丸濃縮錠,濃縮錠劑,港香蘭藥廠股份有限公司,怯風之劑,上中下通用痛風丸,20010524,20191231,,,
A016992,〝港香蘭〞胃苓湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,消導之劑,胃苓湯,20130419,20191231,,,
A016994,〞勝昌〞杞菊地黃丸濃縮散　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,補養之劑,杞菊地黃丸,19971212,20190525,,,
A016995,〝港香蘭〞千金內托散濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,癰觞之劑,千金內托散,20130327,20191231,,,
A016996,〝港香蘭〞蘇子降氣湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,理氣之劑,蘇子降氣散,19990913,20191231,,,
A017041,"""晉安""抑肝湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,安神之劑,抑肝湯,20130314,20191231,,,
A017042,"""晉安""抑肝湯濃縮散",濃縮散劑,晉安製藥股份有限公司,安神之劑,抑肝湯,20130403,20191231,,,
A017043,"""晉安""導水茯苓湯濃縮散",濃縮散劑,晉安製藥股份有限公司,利濕之劑,導水茯苓湯,19970920,20191231,,,
A017044,"""晉安""導水茯苓湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,利濕之劑,導水茯苓湯,19971230,20191231,,,
A017045,"""晉安""白頭翁湯濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,白頭翁湯,20130308,20191231,,,
A017046,"""晉安""白頭翁湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之劑,白頭翁湯,20130314,20191231,,,
A017047,"""晉安""三痺湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪風之劑,三痺湯,19971016,20191231,,,
A017048,"""晉安""三痺湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪風之劑,三痺湯,19971230,20191231,,,
A017049,"""晉安""寧嗽丸濃縮散",濃縮散劑,晉安製藥股份有限公司,袪痰之劑,寧嗽丸,20130313,20191231,,,
A017050,"""晉安""寧嗽丸濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪痰之劑,寧嗽丸,20010524,20191231,,,
A017056,〝港香蘭〞當歸龍薈丸濃縮顆粒（去麝香）,濃縮顆粒劑,港香蘭藥廠股份有限公司,清熱瀉火之劑,當歸龍薈丸,20011025,20191231,,,
A017057,〝港香蘭〞十全大補湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,補養之劑,十全大補湯(丸),19990805,20191231,,,
A017058,〝港香蘭〞人參養榮湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,補養之劑,人參養榮湯(丸),19991108,20191231,,,
A017060,〝港香蘭〞柴苓湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,利濕之劑,柴苓湯,20130425,20191231,,,
A017061,〝港香蘭〞清肺飲濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,怯痰之劑,清肺飲,20130506,20191231,,,
A017062,〝港香蘭〞不換金正氣散濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,消導之劑,不換金正氣散,20130412,20191231,,,
A017063,〝港香蘭〞生薑瀉心湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,和解之劑,生薑瀉心湯,20130425,20191231,,,
A017065,〝港香蘭〞溫經湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,經產之劑,溫經湯,20130502,20191231,,,
A017066,〝港香蘭〞木香檳榔丸濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,攻裡之劑,木香檳榔丸,20130425,20191231,,,
A017067,〝港香蘭〞養心湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,補養之劑,養心湯,19990913,20191231,,,
A017068,〝港香蘭〞治濁固本丸濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,收濇之劑,治濁固本丸,19990913,20191231,,,
A017069,〝港香蘭〞滋陰降火湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,清熱瀉火之劑,滋陰降火湯,19990913,20191231,,,
A017070,〝港香蘭〞導水茯苓湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,利濕之劑,導水茯苓湯,19990920,20191231,,,
A017071,〝港香蘭〞散腫潰堅湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,癰觞之劑,散腫潰堅湯,19990913,20191231,,,
A017072,〝港香蘭〞辛夷清肺湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,怯痰之劑,辛夷清肺湯,20000810,20191231,,,
A017073,〝港香蘭〞托裏消毒飲濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,癰觞之劑,托裏消毒飲,20130425,20191231,,,
A017074,〝港香蘭〞小續命湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,怯風之劑,小續命湯,2000809,20191231,,,
A017075,〝港香蘭〞半夏白朮天麻湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,怯痰之劑,半夏天麻白朮湯,20130419,20191231,,,
A017173,"""東陽""豬苓湯濃縮散",濃縮散劑,東陽製藥股份有限公司,利濕之劑,豬苓湯,20130305,20190525,,,
A017174,“東陽”金鎖固精丸濃縮散,濃縮散劑,東陽製藥股份有限公司,收濇之劑,金鎖固精丸,19790420,20140525,,,
A017213,"""晉安""當歸四逆湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪寒之劑,當歸四逆湯,20130325,20191231,,,
A017214,"""晉安""養心湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,養心湯,19980204,20191231,,,
A017215,"""晉安""當歸四逆湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪寒之劑,當歸四逆湯,20130411,20191231,,,
A017216,"""晉安""養心湯濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,養心湯,19971227,20191231,,,
A017217,"""晉安""真人活命飲濃縮散",濃縮散劑,晉安製藥股份有限公司,癰瘍之劑,真人活命飲,20010809,20191231,,,
A017218,"""晉安""小薊飲子濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,理血之劑,小薊飲子,20130329,20191231,,,
A017219,"""晉安""小續命湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪風之劑,小續命湯,19980222,20191231,,,
A017220,"""晉安""還少丹濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,還少丹,19970909,20191231,,,
A017221,"""晉安""真人活命飲濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,癰瘍之劑,真人活命飲,20010809,20191231,,,
A017222,"""晉安""小薊飲子濃縮散",濃縮散劑,晉安製藥股份有限公司,理血之劑,小薊飲子,20130314,20191231,,,
A017223,"""晉安""小續命湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪風之劑,小續命湯,19971018,20191231,,,
A017224,"""晉安""還少丹濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,還少丹,19970909,20191231,,,
A017225,"""晉安""當歸芍藥散濃縮散",濃縮散劑,晉安製藥股份有限公司,經產之劑,當歸芍藥散,20070604,20191231,,,
A017226,"""晉安""八正散濃縮散",濃縮散劑,晉安製藥股份有限公司,利濕之劑,八正散,19971018,20191231,,,
A017227,"""晉安""二陳湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪痰之劑,二陳湯,20130311,20191231,,,
A017228,"""晉安""八正散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,利濕之劑,八正散,19980115,20191231,,,
A017229,"""晉安""二陳湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪痰之劑,二陳湯,20130314,20191231,,,
A017230,"""晉安""當歸芍藥散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,經產之劑,當歸芍藥散,20070604,20191231,,,
A017231,"""東陽""治濁固本丸濃縮散",濃縮散劑,東陽製藥股份有限公司,收濇之劑,治濁固本丸,19980408,20190525,,,
A017232,"""晉安""金沸草散濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪痰之劑,金沸草散,19971230,20191231,,,
A017233,"""晉安""金沸草散濃縮散",濃縮散劑,晉安製藥股份有限公司,袪痰之劑,金沸草散,19970920,20191231,,,
A017234,"""晉安""甘麥大棗湯濃縮散",濃縮散劑,晉安製藥股份有限公司,安神之劑,甘麥大棗湯,20130308,20191231,,,
A017235,"""晉安""甘麥大棗湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,安神之劑,甘麥大棗湯,20130314,20191231,,,
A017236,"""晉安""芎歸膠艾湯濃縮散",濃縮散劑,晉安製藥股份有限公司,經產之劑,芎歸膠艾湯,20130314,20191231,,,
A017237,"""晉安""芎歸膠艾湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,經產之劑,芎歸膠艾湯,20130314,20191231,,,
A017238,"""晉安""桂枝加芍藥湯濃縮散",濃縮散劑,晉安製藥股份有限公司,表裡之劑,桂枝加芍藥湯,20130309,20191231,,,
A017239,"""晉安""半夏白朮天麻湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪痰之劑,半夏天麻白朮湯,20130307,20191231,,,
A017240,"""晉安""桂枝加芍藥湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,表裡之劑,桂枝加芍藥湯,20130314,20191231,,,
A017258,"""晉安""半夏天麻白朮湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,袪痰之劑,半夏天麻白朮湯,20130314,20191231,,,
A017259,"""晉安""疏經活血湯濃縮散",濃縮散劑,晉安製藥股份有限公司,理血之劑,疏經活血湯,19970605,20191231,,,
A017260,"""晉安""疏經活血湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,理血之劑,疏經活血湯,19971018,20191231,,,
A017261,"""晉安""麻黃附子細辛湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,發表之劑,麻黃附子細辛湯,19980220,20191231,,,
A017262,"""晉安""麻黃附子細辛湯濃縮散",濃縮散劑,晉安製藥股份有限公司,發表之劑,麻黃附子細辛湯,19980107,20191231,,,
A017274,"""晉安""桃仁承氣湯濃縮散",濃縮散劑,晉安製藥股份有限公司,攻裡之劑,桃仁承氣湯,20070629,20191231,,,
A017275,"""晉安""桃仁承氣湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,攻裡之劑,桃仁承氣湯,20071023,20191231,,,
A017276,"""晉安""芍藥甘草湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,和解之劑,芍藥甘草湯,20070530,20191231,,,
A017277,"""晉安""芍藥甘草湯濃縮散",濃縮散劑,晉安製藥股份有限公司,和解之劑,芍藥甘草湯,20070706,20191231,,,
A017598,"""晉安""甘露飲濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,潤燥之劑,甘露飲,19970820,20191231,,,
A017599,"""晉安""甘露飲濃縮散",濃縮散劑,晉安製藥股份有限公司,潤燥之劑,甘露飲,19970820,20191231,,,
A017600,"""東陽""大柴胡湯濃縮散",濃縮散劑,東陽製藥股份有限公司,表裡之劑,大柴胡湯,20130125,20190525,,,
A017601,"""晉安""荊芥連翹湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,清熱瀉火之劑,荊芥連翹湯,19971230,20191231,,,
A017602,"""晉安""荊芥連翹湯濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,荊芥連翹湯,19970920,20191231,,,
A017603,"""晉安""胃苓湯濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,消導之劑,胃苓湯,20130329,20191231,,,
A017604,"""晉安""胃苓湯濃縮散",濃縮散劑,晉安製藥股份有限公司,消導之劑,胃苓湯,20130308,20191231,,,
A017638,"""晉安""杞菊地黃丸濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,杞菊地黃丸,20130318,20191231,,,
A017639,"""晉安""黃芩湯濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,黃芩湯,20130325,20191231,,,
A017640,"""晉安""小半夏加茯苓湯濃縮散",濃縮散劑,晉安製藥股份有限公司,利濕之劑,小半夏加茯苓湯,20130309,20191231,,,
A017641,"""晉安""濟生腎氣丸濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,濟生腎氣丸,19971230,20191231,,,
A017642,"""晉安""黃連湯濃縮散",濃縮散劑,晉安製藥股份有限公司,和解之劑,黃連湯,20130322,20191231,,,
A017643,"""晉安""茵陳五苓散濃縮散",濃縮散劑,晉安製藥股份有限公司,利濕之劑,茵陳五苓散,19961114,20191231,,,
A017644,"""晉安""十味香薷飲濃縮散",濃縮散劑,晉安製藥股份有限公司,清暑之劑,十味香薷飲,20130311,20191231,,,
A017645,"""晉安""理中湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪寒之劑,理中湯,20130325,20191231,,,
A017646,"""晉安""溫經湯濃縮散",濃縮散劑,晉安製藥股份有限公司,經產之劑,溫經湯,20130325,20191231,,,
A017647,"""晉安""導赤散濃縮散",濃縮散劑,晉安製藥股份有限公司,清熱瀉火之劑,導赤散,19970918,20191231,,,
A017648,〝港香蘭〞九味羌活湯濃縮錠,濃縮錠劑,港香蘭藥廠股份有限公司,發表之劑,九味羌活湯,20000808,20191231,,,
A017649,"""晉安""紫菀湯濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,紫菀湯,19980220,20191231,,,
A017650,〝港香蘭〞十神湯濃縮錠,濃縮錠劑,港香蘭藥廠股份有限公司,發表之劑,十神湯,20060412,20191231,,,
A017661,"""晉安""秦艽鱉甲散濃縮散",濃縮散劑,晉安製藥股份有限公司,補養之劑,秦艽鱉甲散,19971022,20191231,,,
A017662,"""晉安""柴胡桂枝湯濃縮散",濃縮散劑,晉安製藥股份有限公司,表裡之劑,柴胡桂枝湯,20130403,20191231,,,
A017663,"""晉安""柴陷湯濃縮散",濃縮散劑,晉安製藥股份有限公司,和解之劑,柴陷湯,20130403,20191231,,,
A017664,"""晉安""越鞠丸濃縮散",濃縮散劑,晉安製藥股份有限公司,理氣之劑,越鞠丸,19971022,20191231,,,
A017665,"""晉安""四逆湯濃縮散",濃縮散劑,晉安製藥股份有限公司,袪寒之劑,四逆湯,20130307,20191231,,,
A017682,"""東陽""涼膈散濃縮散",濃縮散劑,東陽製藥股份有限公司,清熱瀉火之劑,涼膈散,19980731,20190525,,,
A017683,"""東陽""參苓白朮散濃縮散",濃縮散劑,東陽製藥股份有限公司,補養之劑,參苓白朮散,19980410,20190525,,,
A017769,〝港香蘭〞荊防敗毒散濃縮錠,濃縮錠劑,港香蘭藥廠股份有限公司,發表之劑,荊防敗毒散,20010528,20191231,,,
A017773,〞港香蘭〞平胃散濃縮錠,濃縮錠劑,港香蘭藥廠股份有限公司,消導之劑,平胃散(丸),20051006,20190608,,,
A017774,〝港香蘭〞甘草瀉心湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,和解之劑,甘草瀉心湯,20130509,20191231,,,
A017775,〝港香蘭〞五積散濃縮錠,濃縮錠劑,港香蘭藥廠股份有限公司,表裡之劑,五積散,20010524,20191231,,,
A017776,〝港香蘭〞清胃散濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,清熱瀉火之劑,清胃散,19990805,20191231,,,
A017777,〝港香蘭〞豬苓湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,利濕之劑,豬苓湯,20130514,20191231,,,
A017778,〝港香蘭〞調胃承氣湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,攻裡之劑,調胃承氣湯,20130514,20191231,,,
A017779,〝港香蘭〞滋腎明目湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,補養之劑,滋腎明目湯,20130506,20191231,,,
A017780,〝港香蘭〞潤腸丸濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,潤燥之劑,潤腸丸,20130514,20191231,,,
A017781,〝港香蘭〞秦艽鱉甲散濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,補養之劑,秦艽鱉甲散,20000809,20191231,,,
A017782,〝港香蘭〞八珍湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,補養之劑,八珍湯(丸),20000313,20191231,,,
A017783,〝港香蘭〞紫菀湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,補養之劑,紫菀湯,19990802,20191231,,,
A017784,〝港香蘭〞桂枝芍藥知母湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,怯風之劑,桂枝芍藥知母湯,20130425,20191231,,,
A017785,〝港香蘭〞玉女煎濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,清熱瀉火之劑,玉女煎,19990913,20191231,,,
A017786,〝港香蘭〞大黃牡丹湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,理血之劑,大黃牡丹皮湯,20130325,20191231,,,
A017836,〝港香蘭〞續命湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,怯風之劑,續命湯,20130514,20191231,,,
A017837,〝港香蘭〞三痹湯濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,怯風之劑,三痺湯,19990913,20191231,,,
A017838,"""東陽""銀翹散濃縮散",濃縮散劑,東陽製藥股份有限公司,表裡之劑,銀翹散,20130308,20190525,,,
A017839,"""東陽""柴葛解肌湯濃縮散",濃縮散劑,東陽製藥股份有限公司,發表之劑,柴葛解肌湯,19980408,20190525,,,
