藥品代碼,中文名稱,劑型,製造廠名稱,發證日期,有效期間,收載日,不再收載日,備註
A016542,"""""""順天堂""""蒲公英濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A016543,"""""""順天堂""""番瀉葉濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A016544,"""""""順天堂""""蔓荊子濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A016545,"""""""順天堂""""高良薑濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130802,20190525,,,
A016546,"""""""順天堂""""車前草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130730,20190525,,,
A016547,"""""""順天堂""""仙鶴草濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131003,20190525,,,
A016548,"""""""順天堂""""蒜頭濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130813,20190525,,,
A016569,〞勝昌〞五味子濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20130714,20190525,,,
A016575,"""""""順天堂""""番麥鬚濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A016576,"""""""順天堂""""敗醬草濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A016578,"""""""順天堂""""茺蔚子濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A016580,"""""""順天堂""""鳳尾草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A016582,"""""""順天堂""""化石草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A016915,"""""""順天堂""""常山濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A016916,"""""""順天堂""""補骨脂濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130912,20190525,,,
A016917,"""""""順天堂""""胡麻仁濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130802,20190525,,,
A016918,"""""""順天堂""""益母草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A016919,"""""""順天堂""""木通濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130813,20190525,,,
A016920,"""""""順天堂""""遠志濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A016921,"""""""順天堂""""荊芥濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A016922,"""""""順天堂""""荷葉濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A016924,〞勝昌〞百合濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20130708,20190525,,,
A016998,"""""""順天堂""""蘇子濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A017165,"""""""順天堂""""馬蹄金濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A017166,"""""""順天堂""""通草濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A017167,"""""""順天堂""""紫蘇梗濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A017168,"""""""順天堂""""倒地蜈蚣濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130907,20190525,,,
A017169,"""""""順天堂""""雞血藤濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130904,20190525,,,
A017170,"""""""順天堂""""黃金桂濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A017171,"""""""順天堂""""阿膠濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130902,20190525,,,
A017172,"""""""順天堂""""白雞冠花濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130730,20190525,,,
A017263,"""""""順天堂""""火麻仁濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131004,20190525,,,
A017264,"""""""順天堂""""木賊草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A017265,"""""""順天堂""""蛇床子濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A017266,"""""""順天堂""""柿蒂濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130802,20190525,,,
A017267,"""順天堂""白果濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131003,20190525,,,
A017268,"""""""順天堂""""栝蔞仁濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A017269,"""""""順天堂""""何首烏濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A017270,"""順天堂""天門冬濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131004,20190525,,,
A017271,"""""""順天堂""""升麻濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A017272,"""順天堂""白茅根濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131003,20190525,,,
A017273,"""""""順天堂""""艾葉濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130730,20190525,,,
A017455,"""""""順天堂""""桑葉濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A017456,"""""""順天堂""""山查濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A017457,"""""""順天堂""""柏子仁濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130904,20190525,,,
A017459,"""順天堂""白芥子濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131003,20190525,,,
A017460,"""順天堂""鈎藤濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A017461,"""""""順天堂""""紫苑濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130903,20190525,,,
A017462,"""""""順天堂""""黨參濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20110217,20190525,,,
A017463,"""""""順天堂""""地榆濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130730,20190525,,,
A017464,"""""""順天堂""""枇杷葉濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A017465,"""順天堂""防己濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A017466,"""順天堂""射干濃縮粉",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130903,20190525,,,
A017651,"""""""順天堂""""骨碎補濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130904,20190525,,,
A017652,"""""""順天堂""""訶子濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130808,20190525,,,
A017653,"""""""順天堂""""龍眼花濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A017654,"""""""順天堂""""白花草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130813,20190525,,,
A017655,"""""""順天堂""""神麴濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130614,20190525,,,
A017656,"""""""順天堂""""荔枝核濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A017657,"""""""順天堂""""橘核濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130808,20190525,,,
A017658,"""""""順天堂""""丁豎朽濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130730,20190525,,,
A017659,"""""""順天堂""""昆布濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130802,20190525,,,
A017660,"""""""順天堂""""蓮鬚濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130808,20190525,,,
A017666,"""順天堂""淡豆豉濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A017667,"""""""順天堂""""半枝蓮濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A018080,"""""""順天堂""""熟地黃濃縮散""",濃縮散劑,順天堂藥廠股份有限公司新店廠,20110128,20190525,,,
A018081,"""順天堂""吳茱萸濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131004,20190525,,,
A018082,"""順天堂""白芷濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131004,20190525,,,
A018083,"""""""順天堂""""海藻濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A018285,"""""""順天堂""""莪朮濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A018385,"""""""順天堂""""馬鞭草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130813,20190525,,,
A018386,"""""""順天堂""""瞿麥濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130808,20190525,,,
A018387,"""""""順天堂""""?本濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130904,20190525,,,
A018388,"""""""順天堂""""土茯苓濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A018389,"""""""順天堂""""桑枝濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A018393,"""""""順天堂""""牽牛子濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A019284,"""""""明通""""桑白皮濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130806,20190525,,,
A019285,"""""""明通""""木通濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130806,20190525,,,
A019286,"""""""明通""""檳榔濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130806,20190525,,,
A019311,"""""""明通""""牛膝濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130806,20190525,,,
A019312,"""""""明通""""紅花濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130806,20190525,,,
A019313,"""""""明通""""山藥濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A019314,"""""""明通""""皂角刺濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A019315,"""""""明通""""吳茱萸濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A019318,〝港香蘭〞黃芩濃縮散,濃縮散劑,港香蘭藥廠股份有限公司 ,20130317,20191231,,,
A019319,〝港香蘭〞桑白皮濃縮散,濃縮散劑,港香蘭藥廠股份有限公司 ,20110926,20191231,,,
A019320,"""""""明通""""白茅根濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A019367,"""""""明通""""酸棗仁濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A019808,"""""""明通""""苦參濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A020033,〝港香蘭〞山豆根濃縮散,濃縮散劑,港香蘭藥廠股份有限公司 ,20100730,20191231,,,
A020034,〝港香蘭〞白芍濃縮散,濃縮散劑,港香蘭藥廠股份有限公司 ,20130319,20191231,,,
A020035,〝港香蘭〞甘草濃縮散,濃縮散劑,港香蘭藥廠股份有限公司 ,20110303,20191231,,,
A020036,〝港香蘭〞陳皮濃縮散,濃縮散劑,港香蘭藥廠股份有限公司 ,20101231,20191231,,,
A020241,"""""""明通""""厚朴濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A020244,"""""""明通""""桂枝濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A020245,"""""""明通""""龍膽濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A020246,"""""""明通""""赤芍藥濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A020247,"""""""明通""""延胡索濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A020248,"""""""明通""""槐花濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A020690,〝港香蘭〞桔梗濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20130329,20191231,,,
A020691,〝港香蘭〞當歸濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20130329,20191231,,,
A021006,"""""""明通""""桂皮濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130806,20190525,,,
A021354,"""""""明通""""大腹皮濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130826,20190525,,,
A021355,"""""""明通""""升麻濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130730,20190525,,,
A021356,"""""""明通""""漢防己濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130730,20190525,,,
A021357,"""""""明通""""連翹濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130730,20190525,,,
A021358,"""""""明通""""枳實濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130730,20190525,,,
A021359,"""""""明通""""地榆濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130730,20190525,,,
A021547,"""""""明通""""木香濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A021548,"""""""明通""""訶子濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130802,20190525,,,
A021549,"""""""明通""""荊芥濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130730,20190525,,,
A021625,"""""""明通""""魚腥草濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,20130730,20190525,,,
A021859,〝港香蘭〞熟地黃濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20130513,20191231,,,
A022066,"""""""順天堂""""丁香濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A022067,"""""""順天堂""""桂皮濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130813,20190525,,,
A022426,"""""""順天堂""""大棗濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A022427,"""""""順天堂""""紫蘇葉濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A022492,"""""""順天堂""""五倍子濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130731,20190525,,,
A022522,"""""""順天堂""""檳榔濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A022577,"""""""順天堂""""檀香濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130904,20190525,,,
A022821,"""順天堂""玄參濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131004,20190525,,,
A022822,〝港香蘭〞天門冬濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20100930,20191231,,,
A022823,〝港香蘭〞麥門冬濃縮顆粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20130402,20191231,,,
A022900,"""""""順天堂""""蓮子心濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A023452,"""""""順天堂""""海人草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130807,20190525,,,
A024577,"""""""順天堂""""紫草濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130904,20190525,,,
A024578,"""""""順天堂""""石榴皮濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130730,20190525,,,
A024998,"""順天堂""浮小麥濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131004,20190525,,,
A024999,"""""""順天堂""""九層塔濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130813,20190525,,,
A025440,"""順天堂""白鮮皮濃縮散",濃縮散劑,順天堂藥廠股份有限公司新店廠,20131003,20190525,,,
A025441,"""""""順天堂""""青蒿濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130902,20190525,,,
A025646,"""""""順天堂""""蓮子濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130808,20190525,,,
A025647,"""""""順天堂""""羌活濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A025863,"""""""順天堂""""苦參根濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130904,20190525,,,
A025872,"""""""順天堂""""益智仁濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130830,20190525,,,
A026311,"""""""順天堂""""百部濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A026325,"""""""順天堂""""三稜濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A026587,"""""""順天堂""""大腹皮濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A026612,"""""""順天堂""""肉豆蔻濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130913,20190525,,,
A026887,"""""""順天堂""""葶藶子濃縮粉""",濃縮粉劑,順天堂藥廠股份有限公司新店廠,20130829,20190525,,,
A031645,”晉安”川芎濃縮散,濃縮散劑,晉安製藥股份有限公司,20140326,20190717,,,
A031646,”晉安”黃耆濃縮散,濃縮散劑,晉安製藥股份有限公司,20140325,20190717,,,
A031869,"""晉安""當歸濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,20140625,20191013,,,
A031871,"""晉安""葛根濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,20140625,20191013,,,
A031874,"""晉安""黃芩濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,20140625,20191013,,,
A031875,"""晉安""生地黃濃縮顆粒",濃縮顆粒劑,晉安製藥股份有限公司,20140625,20191013,,,
A031916,〝港香蘭〞黃耆濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20140529,20191108,,,
A031921,〝港香蘭〞木香濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20140529,20191120,,,
A031955,"""晉安""柴胡濃縮散",濃縮散劑,晉安製藥股份有限公司,20140625,20191130,,,
A031956,"""晉安""黃連濃縮散",濃縮散劑,晉安製藥股份有限公司,20140625,20191130,,,
A031957,"""晉安""甘草濃縮散",濃縮散劑,晉安製藥股份有限公司,20140625,20191130,,,
A031958,"""晉安""大黃濃縮散",濃縮散劑,晉安製藥股份有限公司,20140625,20191130,,,
A032033,〝港香蘭〞細辛濃縮細粒,濃縮細粒劑,港香蘭藥廠股份有限公司 ,20140618,20191227,,,
A032034,〝港香蘭〞延胡索濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20140618,20191227,,,
A032075,〝港香蘭〞白芷濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20140729,20200119,,,
A032076,〝港香蘭〞黃柏濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20140729,20200119,,,
A032097,〞明通〞川芎濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二廠,20140828,20200122,,,
A032098,〞明通〞當歸濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二廠,20140828,20200122,,,
A032289,〝港香蘭〞丹參濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20140926,20200316,,,
A032659,〞明通〞細辛濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032660,〞明通〞生地黃濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032661,〞明通〞菊花濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032662,〞明通〞縮砂仁濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032663,〞明通〞羌活濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032664,〞明通〞金銀花濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032665,〞明通〞豬苓濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032666,〞明通〞射干濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032667,〞明通〞麥門冬濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032668,〞明通〞熟地黃濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032669,〞明通〞薄荷濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032670,〞明通〞栝蔞仁濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032671,〞明通〞鉤藤濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032672,"""""""明通""""山查濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,19900602,20150602,,,
A032673,〞明通〞玄參濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032674,〞明通〞杏仁濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032675,〞明通〞桃仁濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032676,"""""""明通""""人參濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,19900602,20150602,,,
A032677,〞明通〞炮附子濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032678,〞明通〞黨參濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二,19900602,20150602,,,
A032692,〞生春〞柴胡濃縮粉,濃縮粉劑,生春堂製藥工業股份有限公司,19900606,20150606,,,
A032693,〞生春〞山茱萸濃縮顆粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,19900606,20150606,,,
A032767,〞明通〞川楝子濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二,19900705,20150705,,,
A032768,〞明通〞續斷濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二,19900705,20150705,,,
A032769,〞明通〞百合濃縮粉,濃縮粉劑,明通化學製藥股份有限公司第二,19900705,20150705,,,
A032773,〞明通〞茵陳蒿濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二,19900709,20150709,,,
A032841,〞生春〞延胡索濃縮粉,濃縮粉劑,生春堂製藥工業股份有限公司,19900726,20150726,,,
A032842,〞生春〞牡丹皮濃縮粉,濃縮粉劑,生春堂製藥工業股份有限公司,19900726,20150726,,,
A032861,〞明通〞黑蒲黃濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二,19900804,20150804,,,
A032862,"""""""明通""""杜仲濃縮粉""",濃縮粉劑,明通化學製藥股份有限公司第二廠,19900804,20150804,,,
A032869,〞明通〞?本濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二,19900804,20150804,,,
A032870,〞明通〞款冬花濃縮粉,濃縮散劑,明通化學製藥股份有限公司第二,19900804,20150804,,,
A032899,”科達”金銀花濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032900,”科達”麥門冬濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032901,”科達”杏仁濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032902,”科達”黨參濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032903,”科達”白芍濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032904,”科達”桔梗濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,20131114,20150815,,,
A032905,”科達”延胡索濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032906,”科達”柴胡濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,20140116,20150815,,,
A032907,”科達”白芷濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032908,”科達”茵陳蒿濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032909,”科達”續斷濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032910,”科達”白朮濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032911,”科達”川芎濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032912,”科達”黃芩濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032913,”科達”甘草濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032914,”科達”菊花濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032915,”科達”葛根濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900815,20150815,,,
A032931,”科達”鬱金濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900822,20150822,,,
A032932,”科達”懷牛膝濃縮細粒,濃縮顆粒劑,科達製藥股份有限公司,19900822,20150822,,,
A032974,"""""""科達""""薏苡仁濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,19900906,20150906,,,
A032975,"""""""科達""""白花蛇舌草濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110824,20150906,,,
A032976,"""""""科達""""茯苓濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,19900906,20150906,,,
A032977,"""""""科達""""虎杖濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,19900906,20150906,,,
A032978,"""""""科達""""毛冬青濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,19900906,20150906,,,
A032980,"""""""生春""""茵陳蒿濃縮粉""",濃縮粉劑,生春堂製藥工業股份有限公司,19900911,20150911,,,
A033102,"""""""生春""""牛膝濃縮粉""",濃縮粉劑,生春堂製藥工業股份有限公司,19871012,20151012,,,
A033104,"""""""生春""""生地黃濃縮粉""",濃縮粉劑,生春堂製藥工業股份有限公司,19901012,20151012,,,
A033106,"""""""晉安""""延胡索濃縮散""",濃縮散劑,晉安製藥股份有限公司,19901013,20151013,,,
A033135,"""""""明通""""淫羊藿濃縮粉""",濃縮散劑,明通化學製藥股份有限公司第二廠,19901029,20151029,,,
A033235,"""""""生春""""黃耆濃縮粉""",濃縮粉劑,生春堂製藥工業股份有限公司,19901124,20151124,,,
A033236,"""""""生春""""桂枝濃縮粉""",濃縮粉劑,生春堂製藥工業股份有限公司,19901124,20151124,,,
A033295,"""""""明通""""何首烏濃縮粉""",濃縮散劑,明通化學製藥股份有限公司第二廠,19901201,20151201,,,
A033296,"""""""明通""""秦艽濃縮粉""",濃縮散劑,明通化學製藥股份有限公司第二廠,19901201,20151201,,,
A033314,"""""""生春""""麻黃濃縮粉""",濃縮粉劑,生春堂製藥工業股份有限公司,19901204,20151204,,,
A033400,"""""""生春""""黃柏濃縮細粒""",濃縮粉劑,生春堂製藥工業股份有限公司,19901210,20151210,,,
A033705,〝莊松榮〞當歸濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20130125,20160223,,,
