藥品代碼,中文名稱,劑型,製造廠名稱,發證日期,有效期間,收載日,不再收載日,備註
A054932,"""""""天一""""桑葉濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100524,20150524,,,
A054933,"""""""天一""""萊菔子濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100524,20150524,,,
A054934,"""""""天一""""大丁?濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20110324,20150524,,,
A054935,”順然”桔梗濃縮細粒,濃縮顆粒劑,順然藥品股份有限公司南投廠,20100524,20150524,,,
A054936,"""""""天明""""柏子仁濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100524,20150524,,,
A054937,"""""""天明""""地榆濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100524,20150524,,,
A054938,”莊松榮”番麥鬚濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20100524,20150524,,,
A054939,”順然”甘草濃縮細粒,濃縮顆粒劑,順然藥品股份有限公司南投廠,20100601,20150601,,,
A054941,"""""""科達""""蛇床子濃縮細粒""",濃縮細粒劑,科達製藥股份有限公司,20100601,20150601,,,
A054942,"""""""天一""""竹茹濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100614,20150614,,,
A054943,"""""""科達""""紅景天濃縮顆粒""",濃縮顆粒劑,科達製藥股份有限公司,20100615,20150615,,,
A054944,”天一”葛根濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100618,20150618,,,
A054945,”天一”青蒿濃縮顆,濃縮顆粒劑,天一藥廠股份有限公司,20100618,20150618,,,
A054946,"""""""天一""""黃精濃縮散""",濃縮散劑,天一藥廠股份有限公司,20100618,20150618,,,
A054949,”莊松榮”三稜濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20100621,20150621,,,
A054953,"""""""仙豐""""栝樓根濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20100617,20150617,,,
A054954,"""""""天一""""覆盆子濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100617,20150617,,,
A054956,”莊松榮”高良薑濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20100625,20150625,,,
A054958,"""""""科達""""皂角刺濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20100630,20150630,,,
A054959,"""""""科達""""王不留行濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20100625,20150625,,,
A054960,"""""""科達""""紫蘇子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20100625,20150625,,,
A054962,"""""""仙豐""""魚腥草濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20100630,20150630,,,
A054963,"""""""仙豐""""大棗濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20100625,20150625,,,
A055047,”天一”雞血藤濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100625,20150625,,,
A055048,"""""""天一""""晉耆濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100625,20150625,,,
A055049,"""""""順然""""山梔子濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20100701,20150701,,,
A055058,"""""""科達""""決明子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20100706,20150706,,,
A055059,"""""""科達""""苦參根濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20100702,20150702,,,
A055061,"""天明""麻黃濃縮膠囊",濃縮膠囊劑,領先奈米製藥生技股份有限公司台南廠,20100702,20150702,,,
A055063,"""""""天明""""薤白濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100707,20150707,,,
A055064,”天一”廣藿香濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20110420,20160420,,,
A055065,”天一”柏子仁濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100707,20150707,,,
A055066,"""""""天一""""益智仁濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100707,20150707,,,
A055068,”復旦”綿茵陳濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20100706,20150706,,,
A055069,”復旦”虎杖濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20100707,20150707,,,
A055070,"""""""仙豐""""澤瀉濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20100708,20150708,,,
A055071,"""""""順然""""香附濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20100708,20150708,,,
A055076,"""""""天一""""熟地黃濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100709,20150709,,,
A055080,“領先”蒼朮濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,2010.07.15,2016.10.18,,,
A055086,〝港香蘭〞豨薟草濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20100715,20150715,,,
A055088,”天一”澤蘭濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100719,20150719,,,
A055090,“領先”香附濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20170619,,,
A055091,“領先”玄參濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20170430,,,
A055092,“領先”薄荷濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20170318,,,
A055093,“領先”白芷濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20170604,,,
A055094,“領先”天麻濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20170619,,,
A055095,“領先”何首烏濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20170805,,,
A055096,“領先”雞血藤濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20171124,,,
A055097,“領先”紫菀濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100719,20170425,,,
A055124,"""領先""黃柏濃縮細粒",濃縮細粒劑,領先奈米製藥生技股份有限公司台南廠,20130617,20170331,,,
A055125,“領先”黃連濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100720,20170430,,,
A055126,“領先”天花粉濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,2010.07.20,2018.06.09,,,
A055127,“領先”石菖蒲濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,2010.07.20,2018.01.21,,,
A055128,"""領先""梔子濃縮細粒",濃縮細粒劑,領先奈米製藥生技股份有限公司台南廠,20130617,20170318,,,
A055129,"""領先""五味子濃縮細粒",濃縮細粒劑,領先奈米製藥生技股份有限公司台南廠,20130617,20171128,,,
A055130,"""領先""大黃濃縮細粒",濃縮細粒劑,領先奈米製藥生技股份有限公司台南廠,20130617,20170331,,,
A055131,"""領先""麻黃濃縮細粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,20130619,20171124,,,
A055132,"""領先""辛夷濃縮細粒",濃縮細粒劑,領先奈米製藥生技股份有限公司台南廠,20130617,20170318,,,
A055133,“領先”金銀花濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100720,20170430,,,
A055134,“領先”羌活濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100720,20170318,,,
A055135,“領先”麥門冬濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100720,20170619,,,
A055139,"""""""順然""""大黃濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20100722,20150722,,,
A055141,"""""""天明""""栝樓仁濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100720,20150720,,,
A055143,"""""""天明""""薑黃濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100722,20150722,,,
A055144,”天一”栝樓仁濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100722,20150722,,,
A055145,〝港香蘭〞佩蘭濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20100729,20150729,,,
A055146,"""""""日盛""""安可濃縮膠囊（麻黃）""",濃縮膠囊劑,領先奈米製藥生技股份有限公司桃園廠,20120308,20170308,,,
A055147,”天一”川楝子濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100730,20150730,,,
A055148,”天一”五靈脂濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100730,20150730,,,
A055149,"""""""科達""""芡實濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20100730,20150730,,,
A055151,"""""""天明""""肉蓯蓉濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司農科分公司,20100730,20150730,,,
A055152,"""""""天明""""豬苓濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100729,20150729,,,
A055153,"""""""天明""""桃仁濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100729,20150729,,,
A055158,"""""""仙豐""""山藥濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20100810,20150810,,,
A055161,〝莊松榮〞紅景天濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20100818,20150818,,,
A055164,”天一”蒲公英濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100823,20150823,,,
A055165,”天一”栝樓實濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100823,20150823,,,
A055166,"""""""天一""""蒲黃濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100820,20150820,,,
A055167,”天一”紫蘇子濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100823,20150823,,,
A055169,”天一”山豆根濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100820,20150820,,,
A055170,"""""""天明""""番瀉葉濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司農科分公司,20100820,20150820,,,
A055172,”國科”杜仲濃縮錠,濃縮錠劑,國科生技製藥股份有限公司,20100820,20150820,,,
A055174,”天一”紫蘇葉濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100903,20150903,,,
A055175,"""""""天明""""蔓荊子濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100903,20150903,,,
A055176,"""""""天明""""天門冬濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100903,20150903,,,
A055177,〝港香蘭〞白芍濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20100903,20150903,,,
A055179,"""""""天一""""麻黃濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20100903,20150903,,,
A055180,”天一”夏枯草濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100903,20150903,,,
A055182,"""""""天明""""玉竹濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100903,20150903,,,
A055184,〝莊松榮〞荷葉濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20100907,20150907,,,
A055186,“領先”升麻濃縮細粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,20100909,20170331,,,
A055192,"""領先""桔梗濃縮細粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,20100910,20170820,,,
A055193,”天一”狗脊濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100910,20150910,,,
A055194,"""""""天明""""淡竹葉濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100910,20150910,,,
A055196,”天一”豨薟草濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100915,20150915,,,
A055201,”天一”地膚子濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100920,20150920,,,
A055203,“東陽”山藥濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,20100923,20150923,,,
A055204,”天一”鉤藤濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100923,20150923,,,
A055205,”莊松榮”毛冬青濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20100923,20150923,,,
A055206,”莊松榮”白茅根濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20100923,20150923,,,
A055207,”莊松榮”貫眾濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20100923,20150923,,,
A055208,〝莊松榮〞當歸尾濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20100923,20150923,,,
A055210,"""""""科達""""檳榔濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20100924,20150924,,,
A055211,”天一”一條根濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100924,20150924,,,
A055212,”莊松榮”蒺藜濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20100923,20150923,,,
A055215,”天一”小茴香濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100927,20150927,,,
A055218,"""""""天明""""火麻仁濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20100929,20150929,,,
A055219,”天一”川烏濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20100930,20150930,,,
A055221,”莊松榮”萆薢濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20100930,20150930,,,
A055236,"""""""天一""""大青葉濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20111115,20161115,,,
A055359,”國科”益母草濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20101027,20151027,,,
A055360,”國科”桑白皮濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20101026,20151026,,,
A055361,”國科”栝樓仁濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20101027,20151027,,,
A055362,"""""""天明""""皂角刺濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20101027,20151027,,,
A055366,"""""""富田""""麗托濃縮膠囊(麻黃)""",濃縮膠囊劑,富田製藥廠股份有限公司,20101027,20151027,,,
A055374,”莊松榮”鱉甲濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20101027,20151027,,,
A055375,〝莊松榮〞敗醬草濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20101027,20151027,,,
A055376,”莊松榮”吳茱萸濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20101027,20151027,,,
A055377,〝莊松榮〞大青葉濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20101027,20151027,,,
A055378,”天一”槲寄生濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20101027,20151027,,,
A055380,”天一”石斛濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20101027,20151027,,,
A055381,”天一”魚腥草濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20101027,20151027,,,
A055382,”天一”仙鶴草濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20101027,20151027,,,
A055383,”天一”土茯苓濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20101027,20151027,,,
A055384,"""""""天一""""百部濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20101027,20151027,,,
A055385,”天一”木香濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20101027,20151027,,,
A055386,”國科”山楂濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20101028,20151028,,,
A055389,”國科”川牛膝濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20101103,20151103,,,
A055390,〝港香蘭〞石蓴濃縮細粒,濃縮細粒劑,港香蘭藥廠股份有限公司,20101103,20151103,,,
A055392,"""""""天一""""荊芥濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20101103,20151103,,,
A055393,"""""""天明""""栝樓實濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20101109,20151109,,,
A055394,"""""""天明""""黃精濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20101109,20151109,,,
A055395,”天一”澤瀉濃縮顆粒,濃縮顆粒劑,天一藥廠股份有限公司,20101109,20151109,,,
A055396,"""""""科達""""艾葉濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20101109,20151109,,,
A055402,"""""""天明""""蛇床子濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20101126,20151126,,,
A055429,〝莊松榮〞檳榔濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20101126,20151126,,,
A055432,"""""""天明""""菟絲子濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20101203,20151203,,,
A055457,〝莊松榮〞防己濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20101203,20151203,,,
A055504,"""""""天一""""威靈仙濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20101208,20151208,,,
A055510,”國科”浙貝母濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20101227,20151227,,,
A055511,〝莊松榮〞茜草根濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20101213,20151213,,,
A055525,”國科”遠志濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110126,20160106,,,
A055595,"""""""天明""""蒲黃濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20110112,20160112,,,
A055597,”國科”金錢草濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110117,20160117,,,
A055601,”國科”澤瀉濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110126,20160126,,,
A055602,〝莊松榮〞忍冬藤濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,20110126,20160126,,,
A055603,"""""""科達""""白果濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110126,20160126,,,
A055604,"""""""天一""""地骨皮濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20110126,20160126,,,
A055607,"""""""科達""""烏藥濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110127,20160127,,,
A055621,"""""""科達""""倒地蜈蚣濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110217,20160217,,,
A055626,”莊松榮”萊菔子濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20110303,20160303,,,
A055627,"""""""科達""""木通濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110303,20160303,,,
A055628,"""""""天明""""生薑濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20110303,20160303,,,
A055629,"""""""科達""""旱蓮草濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110303,20160303,,,
A055631,"""""""科達""""淡竹葉濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110307,20160307,,,
A055636,"""""""天明""""百部濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,20110307,20160307,,,
A055641,"""""""科達""""小茴香濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110317,20160317,,,
A055643,”國科”魚腥草濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110317,20160317,,,
A055644,”國科”'蒲公英濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110317,20160317,,,
A055646,"""""""科達""""粉防己濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110324,20160324,,,
A055647,"""""""科達""""車前子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110324,20160324,,,
A055663,”國科”半夏濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110329,20160329,,,
A055664,”國科”木香濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110329,20160329,,,
A055665,"""""""科達""""萊菔子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110329,20160329,,,
A055692,”莊松榮”益智仁濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20110408,20160408,,,
A055694,”國科”沒藥濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110408,20160408,,,
A055695,"""""""科達""""白豆蔻濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110408,20160408,,,
A055696,"""""""科達""""澤蘭濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110413,20160413,,,
A055697,"""""""科達""""合歡皮濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110413,20160413,,,
A055698,"""""""科達""""大腹皮濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110413,20160413,,,
A055701,”國科”麥芽濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110420,20160420,,,
A055702,"""""""科達""""蔓荊子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110420,20160420,,,
A055703,"""""""科達""""大青葉濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110420,20160420,,,
A055725,"""""""仙豐""""紅骨蛇濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20110427,20160427,,,
A055726,"""""""仙豐""""雞香藤濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20110427,20160427,,,
A055727,"""""""仙豐""""水丁香濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20110427,20160427,,,
A055728,"""""""仙豐""""天南星濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20110427,20160427,,,
A055819,"""""""天一""""白頭翁濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20110503,20160503,,,
A055821,"""""""科達""""白芥子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110505,20160505,,,
A055822,"""""""科達""""栝樓仁濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110505,20160505,,,
A055826,"""""""仙豐""""定經草濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20110505,20160505,,,
A055828,”國科”神麴濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110519,20160519,,,
A055829,”國科”炮附子濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110519,20160519,,,
A055830,"""""""科達""""葶藶子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110519,20160519,,,
A055831,〝莊松榮〞紅景天濃縮膠囊,濃縮膠囊劑,莊松榮製藥廠有限公司里港分廠,20110519,20160519,,,
A055834,"""""""科達""""故紙花濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110519,20160519,,,
A055839,"""""""科達""""竹茹濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110602,20160602,,,
A055841,”國科”枳殼濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110603,20160603,,,
A055842,”國科”枳實濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110603,20160603,,,
A055843,"""""""仙豐""""鴨舌濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20110603,20160603,,,
A055847,”國科”海螵蛸濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110603,20160603,,,
A056007,”國科”夏枯草濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110613,20160613,,,
A056008,”國科”薄荷濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110617,20160617,,,
A056009,”國科”石菖蒲濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110617,20160617,,,
A056023,"""""""順然""""連翹濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110617,20160617,,,
A056025,"""""""順然""""葛根濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110621,20160621,,,
A056049,"""""""順然""""白芍濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110624,20160624,,,
A056055,"""""""科達""""旋覆花濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110707,20160707,,,
A056056,"""""""順然""""生地黃濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110707,20160707,,,
A056070,”國科”荊芥濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110713,20160713,,,
A056074,"""""""順然""""山藥濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110713,20160713,,,
A056075,"""""""順然""""何首烏濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110713,20160713,,,
A056076,"""""""科達""""鎖陽濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110713,20160713,,,
A056120,"""""""順然""""桂枝濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110725,20160725,,,
A056121,”國科”陳皮濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110725,20160725,,,
A056140,"""""""順然""""大棗濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110729,20160729,,,
A056141,"""""""順然""""柴胡濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20110729,20160729,,,
A056142,〞勝昌〞威靈仙濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20110729,20160729,,,
A056145,"""""""科達""""地膚子濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20110802,20160802,,,
A056146,〞勝昌〞懷牛膝濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20110809,20160809,,,
A056175,〞勝昌〞女貞子濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20110824,20160824,,,
A056179,”國科”'補骨脂濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,20110921,20160921,,,
A056183,"""科達""豬苓濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,20110926,20160926,,,
A056194,”莊松榮”青蒿濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20111025,20161025,,,
A056210,〞勝昌〞紅景天濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20111025,20161025,,,
A056212,"""""""順然""""白朮濃縮細粒""",濃縮顆粒劑,順然藥品股份有限公司南投廠,20111027,20161027,,,
A056214,"""順然""北板藍根濃縮細粒",濃縮顆粒劑,順然藥品股份有限公司南投廠,20111028,20161028,,,
A056223,"""""""天一""""決明子濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20111102,20161102,,,
A056226,"""天一""火麻仁濃縮顆粒",濃縮顆粒劑,天一藥廠股份有限公司,20111104,20161104,,,
A056232,"""科達""莪朮濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,20111110,20161110,,,
A056236,"""天一""大青葉濃縮顆粒",濃縮顆粒劑,天一藥廠股份有限公司,20111115,20161115,,,
A056238,"""""""天一""""菟絲子濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20111117,20161117,,,
A056242,"""天一""訶子濃縮顆粒",濃縮顆粒劑,天一藥廠股份有限公司,20111129,20161129,,,
A056243,"""""""天一""""旱蓮草濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20111201,20161201,,,
A056244,"""""""天一""""三七濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20111212,20161212,,,
A056245,"""""""科達""""木賊濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20111212,20161212,,,
A056246,"""""""科達""""白扁豆濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20111212,20161212,,,
A056247,〞勝昌〞鬱金濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20111212,20161212,,,
A056248,〞勝昌〞黃連濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,20111212,20161212,,,
A056250,"""""""天一""""沒藥濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20111223,20161223,,,
A056251,"""天一""皂角刺濃縮顆粒",濃縮顆粒劑,天一藥廠股份有限公司,20111223,20161223,,,
